classe,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,skewness_roll_belt,skewness_roll_belt.1,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,skewness_roll_forearm,skewness_pitch_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z
C,122,25,-5.85,19,-1.526822,4.993431,0.06461,2.6108,-4.2,20,-1.5,-6.2,19,-1.5,2.03,1,0.1,121.4,0.5,0.2,24.8,0.3,0.1,-5.2,0.7,0.49,-0.43,-0.03,-0.43,-37,71,-171,13,586,-377,67.8,-7.56,136,6,126.3429,86.4964,18.9486,359.0484,-28.3238,15.8992,252.7858,103.3839,33.2707,1106.9403,-0.72,-0.02,0.1,2,3,54,-410,338,485,-1.67405,-1.14892,-1.33355,0.06798,-0.60417,0.38238,-7.1,137,37,-47.9,41.1,5,40.78,95.9,32,-2,24.7,132.3,-0.6816,0.5399,0.1225,-0.9359,45.7,139.4,-0.7,9.6,102.8,-0.7,36.11,36.6,10,0.5737,-2.4224,13.236,175.1907,27.7799,8.7186,76.0134,126.0574,8.6862,75.4494,0.47,-0.11,-0.23,25,-2,99,535,-491,-26,160,47.6,171,-1.6118,5.126,0.0753,-2.4134,49,180,-1.6,-2.8,-180,-1.6,51.76,360,28,27.19188,146.5,10.56581,111.63636,21.86429,19.56915,382.95152,102.44643,93.86037,8809.76908,0.08,0.83,0.16,-198,67,-175,-684,152,511
C,122,24.4,-5.46,19,-0.872595,-0.914695,0.243004,1.069879,-5.5,20,-0.9,-6.1,19,-0.9,0.68,1,0.2,121.9,0.3,0.1,25,0.3,0.1,-5.9,0.2,0.04,-0.4,-0.05,-0.46,-43,71,-172,18,577,-355,107,-38.3,49.7,31,53.2576,80.6909,13.4915,182.0209,-26.2645,11.4359,130.7795,100.3212,27.5161,757.1367,-1.75,0.34,-0.33,292,-12,91,580,168,365,-1.52989,-1.18738,-0.96743,0.31252,-0.4174,0.17969,-8,135,31,-38.9,49.7,6,30.91,85.3,25,12.7,41.4,113.6,-0.7438,-0.7199,0.2421,-0.414,43,136.4,-0.7,19.5,110.5,-0.7,23.51,25.89,9,0.4962,4.6955,7.7578,60.1828,31.3168,6.0326,36.3926,124.5449,6.8509,46.9345,0.51,-0.14,-0.25,35,11,79,549,-502,-82,131,1.95,90,-1.5239,-1.1624,0.0042,0.468,47.2,168,-1.5,2,90,-1.5,45.25,78,37,15.10417,137.48485,9.05235,81.94508,25.11364,15.48318,239.72882,121.23333,25.06105,628.05604,-0.19,1.49,0.23,124,281,-184,-290,793,676
C,121,25.4,-5.97,18,1.726027,-0.998012,-1.056809,0.3235,-4.2,20,1.7,-6,18,1.7,1.73,2,0.3,122,0.2,0,24.9,0.2,0,-4.8,0.4,0.14,-0.55,-0.03,-0.49,-32,64,-166,10,580,-362,99.3,10.3,109,5,99.3492,100.1933,5.1274,26.2901,-13.3275,13.8871,192.8504,58.8017,28.0607,787.4008,0.72,-0.72,0.38,-9,4,51,-360,371,480,-1.47234,-1.22556,-1.1619,0.33621,0.30523,-0.3854,10.3,109,37,-30.1,21.8,5,40.4,87.2,32,2.2,28.7,128.3,0.5694,-0.0449,-0.1168,-0.242,54,143.1,0.6,8,101.4,0.6,46.04,41.69,9,0.5864,4.3112,11.8721,140.9477,30.5896,8.7049,75.7756,123.9932,9.3792,87.9689,0.5,-0.05,-0.31,26,2,88,537,-503,-23,159,49.4,169,-1.5833,-1.3559,0.3081,0.4676,49.4,172,-1.6,-5.3,89.4,-1.6,54.66,82.6,26,19.06328,137.78333,10.84731,117.66412,18.13233,20.67056,427.27197,121.655,30.80918,949.20557,-0.05,0.39,0.05,-174,64,-176,-695,179,491
C,1.59,3.35,-89.2,2,0.382035,-2.077953,-0.745038,0.144983,-89.2,3,0.4,-89.7,2,0.4,0.5,1,0.3,1.5,0.1,0,4.1,0.4,0.1,-89.4,0.1,0.01,-0.06,0.03,0.02,-8,5,19,35,561,-434,83.4,-18.8,43.1,18,9.6822,88.8163,3.4898,12.179,7.3033,9.3113,86.7002,98.9349,21.4138,458.5495,-4.37,1.45,-0.85,-46,170,39,609,16,356,1.34312,0.39779,5.43713,-1.57665,-1.15797,-1.42779,13.8,119,36,-18.8,43.1,18,32.6,75.9,18,-137.9,-17.9,-6.7,-1.3809,0.0674,0.4921,-1.2364,6.4,51,-1.4,-69.7,-18.4,-1.4,76.19,69.39,5,0.1949,-101.2439,27.2847,744.4547,-42.405,26.4217,698.1078,26.5111,18.3048,335.065,0.18,-0.21,-0.72,-8,-44,-3,-485,127,303,-180,15.5,-45.2,-1.2145,-1.1972,-0.5377,0.2381,20.9,-43.5,-1.2,14.4,-133,-1.2,6.5,89.5,21,85.40421,85.25581,156.93449,24628.433,18.3,2.20357,4.85571,-93.70465,27.77874,771.65855,0.06,-4.85,-1.02,94,34,184,488,-835,138
C,1.13,3.03,-88.6,2,-0.758235,-2.036809,0.260163,-0.255169,-88.4,3,-0.8,-88.6,2,-0.8,0.2,1,0.3,1.1,0.3,0.1,3,0.3,0.1,-88.5,0.1,0,0,0.02,0.03,-8,4,22,40,567,-434,90.1,0.88,73.3,27,175.8256,112.5927,20.4989,420.2057,-15.9198,9.7684,95.4212,-16.1505,57.9986,3363.8334,3.37,-0.92,0,-158,218,-8,70,279,614,-1.37269,-1.45653,-0.57505,0.09202,-0.05692,0.83942,0.9,73.3,62,-29.7,-104,16,30.58,177.3,46,-101.5,-38.2,-38.2,-2.1053,-2.1053,-1.0384,-1.0384,-38.2,-38.2,-2.1,-38.2,-38.2,-2.1,0,0,5,0,-101.5169,0,0,-38.2221,0,0,-38.2221,0,0,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-177,14.6,94.7,-0.5941,5.2983,-0.8292,-2.303,14.6,113,-0.6,9.4,94.7,-0.6,5.25,18.3,39,4.1561,-176.2439,1.09042,1.18902,12.59415,1.61206,2.59875,109.77805,4.18004,17.47276,-0.16,1.93,0.87,2,333,180,-455,1040,-505
C,1.61,3.6,-88.4,3,-0.822635,-2.058955,-0.630589,-0.180515,-88.1,3,-0.8,-88.4,2,-0.8,0.3,1,0.3,1.2,0.3,0.1,2,0.9,0.8,-88.2,0.1,0.01,0.11,0,0,-6,6,23,40,562,-434,77.7,10.5,121,31,41.0164,75.5022,6.2003,38.4433,-9.6926,19.528,381.3423,81.4935,36.8593,1358.6086,-0.53,0.14,-0.15,-232,165,-97,-409,306,511,-1.33174,-1.02257,-1.33202,-0.4656,-0.53558,-0.43898,11.3,122,32,-41.4,8.7,12,52.7,113.3,20,106.1,22,-45.2,1.0534,1.1665,-0.7903,1.2156,31.1,85.2,1.1,-58.2,-141.8,1.1,89.28,227.01,3,1.4034,68.2544,47.7261,2277.784,0.0468,18.6304,347.0913,-64.0911,51.9,2693.6084,-0.05,-0.19,0.08,6,24,-12,-490,210,246,-173,4.13,119,-1.5724,-1.3378,-0.1912,-0.399,22.3,119,-1.6,3.2,-19,-1.6,19.09,138,37,30.88116,-97.63043,144.97484,21017.70483,13.40239,7.11178,50.57747,65.31022,47.8793,2292.42742,-0.4,0.11,0.43,-84,284,211,-747,1170,-552
C,1.43,2.37,-88.1,2,2.182306,0.210542,1.602424,1.484602,-88.1,3,2.2,-88.4,2,2.2,0.3,1,0.2,1.2,0.4,0.1,2.7,0.7,0.4,-88.4,0.1,0.01,-0.02,0.02,0.02,-6,7,18,37,567,-438,86.5,-38.1,26.2,17,36.9398,85.2302,10.0746,101.4983,-24.6442,17.8529,318.7252,46.9021,44.8314,2009.858,3.02,-0.79,0.49,75,99,-117,686,8,217,-0.95278,-1.4184,-1.3661,0.78381,0.31849,-0.27753,10,121,34,-41.4,-8.4,15,51.4,129.42,19,-59.1,83.7,-38.1,3.737,2.1212,1.9255,1.0688,119,46.2,3.7,-61.2,-134.3,3.7,180.2,180.53,1,0.3302,64.7123,41.3909,1713.207,-20.8023,36.9146,1362.6872,-61.2349,37.0469,1372.4735,-0.27,-0.02,0.28,4,-3,-2,-483,156,275,-180,15.7,1.36,1.3998,-1.5212,-1.2834,0.3356,15.7,118,1.4,4.5,-26.9,1.4,11.23,144.9,30,55.56386,16.49057,174.93533,30602.3701,11.93623,2.63713,6.95445,34.36774,53.22583,2832.98846,-0.47,-3.39,0.21,188,137,174,472,-256,-51
C,1.53,7.39,-93,3,-1.411881,2.53839,-0.297972,-2.106276,-92.5,3,-1.4,-93,2,-1.4,0.5,1,0.1,1.3,0.1,0,6.3,1,1.1,-92.7,0.2,0.04,0,0,-0.02,-17,4,19,6,599,-315,74.5,-33.7,59.2,16,32.5281,76.8816,4.551,20.7119,-4.6171,14.1274,199.5825,97.0898,22.2477,494.9597,-4.85,1.06,-0.77,-111,114,21,514,30,459,-0.98724,-1.03179,-0.35186,-0.58594,-0.50279,-0.86196,11.1,123,36,-33.7,51.1,16,44.8,71.9,20,-104.3,-13.9,50.5,7.4175,0.2026,-2.376,0.4678,8.1,130.9,7.4,-105.3,7.6,7.4,113.42,123.22,3,0.9167,-92.0585,30.4477,927.0608,-15.8739,20.4102,416.5747,57.6943,25.8021,665.7484,0,-0.11,-0.15,-4,-25,14,-574,248,3,151,-1.63,105,-0.7535,-1.5511,-0.7164,-0.4121,3.1,106,-0.8,-1.6,99.5,-0.8,4.7,6.5,39,0.78827,148.30612,2.12332,4.5085,1.42796,1.44877,2.09892,103.40408,2.59559,6.73707,0.14,-0.02,0.02,117,268,-250,-186,703,422
C,1.07,5.38,-92.9,3,-0.033935,14.473782,1.084592,-3.992335,-92.5,3,0,-92.9,2,0,0.4,1,0.1,1.4,0.2,0,6.5,0.6,0.3,-92.8,0.1,0.01,-0.13,0.02,-0.07,-17,3,18,1,603,-306,74.4,4.67,114,30,1.1101,74.8204,0.7846,0.6156,7.6994,2.5089,6.2948,114.9815,1.2361,1.528,0.11,-0.02,-0.1,-263,108,-89,-260,326,562,-1.74443,-1.01161,-0.74103,-0.19435,0.34752,0.01365,11,117,33,4.5,113,29,6.55,4,4,-121.1,-33.5,12.7,6.1973,0.033,-1.7947,0.9251,17.2,150,6.2,-100.7,3.7,6.2,117.88,146.28,4,1.7987,-92.5764,53.0007,2809.0767,-15.3681,19.6426,385.8325,49.915,37.2882,1390.4064,0.24,-0.16,-0.46,-13,-37,5,-593,192,1,141,44.3,140,-0.8536,-0.8179,-0.7865,-1.0343,55.4,179,-0.9,-0.8,-180,-0.9,56.22,359,31,48.0615,151.55556,12.24694,149.98742,36.78889,18.70834,350.00199,56.83148,137.55192,18920.5305,-0.16,2.34,0.79,-149,185,-184,-684,415,648
C,1.55,6.76,-92.9,3,-1.131564,-0.614955,-0.257618,1.186727,-92.5,4,-1.1,-93,3,-1.1,0.5,1,0.2,1.1,0.3,0.1,6.4,0.5,0.2,-92.7,0.1,0.02,-0.05,0.02,0,-20,4,24,0,604,-314,65.4,-22.4,40.6,11,43.7451,70.4518,5.4129,29.3,9.5632,14.9557,223.6726,81.2518,18.4295,339.6462,-2.15,0.64,0.39,12,71,-85,617,15,361,-0.83172,-0.71062,-0.44575,-0.56127,-0.49642,-0.85648,27.5,105,32,-22.4,40.6,10,49.9,64.4,22,-70.4,0,86.6,2.1765,-0.1231,-1.0536,0.5332,19.2,103,2.2,-78,-15.4,2.2,97.2,118.4,3,1.413,-114.4985,33.5636,1126.5167,-14.4556,17.6922,313.0155,31.1565,26.855,721.1932,0.02,-0.08,-0.02,0,-17,20,-578,212,21,164,51.5,173,-1.6462,-1.6388,-0.3676,-0.5184,53.3,178,-1.6,-3.6,-179,-1.6,56.85,357,27,62.03117,68.375,141.76184,20096.42045,29.5475,23.12314,534.67967,18.94464,138.51484,19186.35961,-0.1,2.38,0.05,-173,69,-191,-667,132,467
C,0.74,6.65,-93.2,4,-0.955671,-0.409563,-0.536031,0.490266,-92.9,4,-1,-93.2,2,-1,0.3,2,0.2,1.1,0.3,0.1,6.3,0.2,0,-93,0.1,0.01,0.06,-0.03,0,-21,3,28,-1,614,-300,81.5,28.1,91.9,31,42.3556,70.9733,3.857,14.8761,-10.8582,23.1964,538.0715,51.8356,21.5756,465.5046,1.04,-0.53,0.31,-266,139,-65,-292,352,540,-1.44572,-1.21779,-1.32642,0.42957,0.50947,0.42048,28.1,91.9,31,-37.1,28,11,65.2,63.9,20,-126.1,-30.5,-5,-0.1098,-0.6273,-0.486,0.7087,2.8,75.2,-0.1,-30.5,-17.9,-0.1,33.38,93.11,4,0.5131,-128.963,19.2455,370.3878,-11.0323,7.5067,56.3503,16.8486,26.4221,698.1253,-0.21,0.06,0.26,-12,-38,-2,-598,179,-1,144,21.5,130,-0.837,0.0012,0.6852,0.9453,50.6,168,-0.8,-7.8,91,-0.8,58.43,77,44,39.61818,142.86667,4.72229,22.3,12.80667,18.88709,356.72231,113.93556,21.49826,462.17507,0.37,-4.19,0.25,-76,366,-218,-553,569,426
C,1.64,6.84,-93.1,3,0.405671,-1.632765,-0.449339,-0.648167,-92.6,3,0.4,-93.1,2,0.4,0.5,1,0.2,2,0.3,0.1,6.4,0.4,0.2,-92.8,0.1,0.01,-0.05,-0.02,-0.03,-22,3,11,-3,597,-314,73.8,18.6,76.5,26,33.1126,70.654,3.2554,10.5977,-8.0176,18.7057,349.9033,47.5413,20.192,407.7176,2.07,-0.75,0.16,-212,141,-21,-61,285,598,-1.33462,-1.18365,-0.74268,0.27405,0.29611,0.68393,25.7,87.4,30,-32.4,21.6,11,58.1,65.8,19,-135.2,-21.9,0,5.1871,-0.108,-1.6752,0.8118,6.3,134.9,5.2,-79.7,-2.8,5.2,86.06,137.68,3,0.9585,-104.8775,30.5732,934.7225,-15.7554,14.5587,211.9553,45.0292,32.4688,1054.2209,0.32,0.05,-0.36,-6,-27,0,-585,219,2,140,13.2,105,-1.6078,-1.5736,-0.4126,-0.564,51.7,179,-1.6,0.4,-175,-1.6,51.26,354,42,55.532,41.53968,147.3221,21703.80082,30.37778,19.52199,381.10797,21.37143,128.0294,16391.52788,-0.27,-2.49,-0.49,28,347,-223,-357,694,460
C,1.21,7.33,-93.4,3,1.060154,NA,0.075446,NA,-93.2,3,1.1,-93.4,3,1.1,0.2,0,0,1,0.1,0,6.9,0.2,0,-93.3,0.1,0,0.06,0,0,-17,4,23,2,598,-309,81.1,25.9,93,31,50.8159,66,4.9493,24.4956,-14.1276,20.5803,423.5501,41.6,24.3582,593.3231,1.94,-0.85,0.92,-272,141,-28,-266,317,563,-1.00237,-0.77423,-0.04059,0.66935,0.74268,0.81622,25.9,93,35,-36.6,15.6,9,62.5,77.4,26,-98.9,-9.8,57.1,0.727,0.1413,-0.935,0.3207,0,113.9,0.7,-46.6,7.8,0.7,46.57,106.09,2,0.4971,-94.945,26.6849,712.0856,-15.6746,11.4056,130.0874,56.7953,24.7003,610.1045,0,-0.02,-0.08,-2,-17,11,-583,224,19,141,28.1,121,-1.0172,1.0334,0.5625,1.35,54.2,179,-1,5.5,89.6,-1,48.75,89.4,41,23.37585,141.30435,9.57049,91.5942,24.605,16.28654,265.25155,111.68478,24.00506,576.2431,-0.14,-2.95,-0.59,-7,350,-200,-521,647,545
C,1.03,4.75,-88,5,-1.09209,-0.684748,0.658847,-1.159179,-87.8,5,-1.1,-88.1,4,-1.1,0.3,1,0.2,0.7,0.3,0.1,5.3,0.5,0.3,-88,0.1,0.01,-0.02,0,0,-10,4,43,48,633,-302,0,0,0,36,0.2008,0,0,0,0,0,0,0,0,0,-0.08,0.02,0.02,-259,171,-163,-334,431,426,NA,NA,0.55844,NA,NA,-0.85841,0,0,37,0,0,35,0,0,2,40.7,-57.6,-83.2,-0.0386,3.1904,-0.4587,-1.1367,-47.7,-70.9,0,-60.4,-88.8,0,12.79,17.87,29,0.4596,52.647,4.1813,17.4832,-53.2106,3.0448,9.2709,-77.4167,3.2062,10.2798,0.55,0.03,-0.69,-154,112,-209,-549,259,79,141,-18,72.5,-1.675,-1.6765,-0.1602,0.0169,30.2,162,-1.7,-18.2,68.6,-1.7,48.4,93.4,34,30.8549,142.64706,6.17033,38.07294,7.16078,18.32967,335.97677,114.53333,36.30799,1318.26987,0.14,-0.45,-0.23,162,243,-158,35,642,727
C,0.37,4.32,-88,5,-1.81429,-0.853678,0.509877,-0.314983,-87.9,6,-1.8,-88,4,-1.8,0.1,2,0.3,0.7,0.4,0.1,4.5,0.5,0.3,-88,0,0,0.02,0.02,0,-23,1,43,45,637,-303,0,0,0,14,66,0,0,0,0,0,0,0,0,0,0.39,-0.31,0.1,76,78,-85,615,49,371,NA,NA,-1.5649,NA,NA,0.11656,0,0,37,0,0,13,0,0,24,53.2,-54,-76.4,1.3211,-0.0322,0.6232,-0.1123,-47.3,-70.3,1.3,-58.1,-86,1.3,10.81,15.69,29,0.4751,51.8306,4.6368,21.4997,-53.511,2.1187,4.4887,-77.8597,3.3359,11.1283,0.55,0.11,-0.38,-145,143,-195,-517,319,83,133,1.58,105,-1.218,-1.0096,-0.3763,-0.4884,34.9,164,-1.2,-17.7,73.7,-1.2,52.6,90.3,34,41.17388,142.2,5.63517,31.7551,12.8664,17.55932,308.32964,129.728,28.75293,826.73104,-0.75,3.13,-0.38,14,287,-176,-395,778,757
C,0.71,4.69,-88.1,5,-0.777217,-2.060105,-0.971237,-0.189082,-87.9,5,-0.8,-88.1,4,-0.8,0.2,1,0.3,1.1,0.2,0,4.6,0.4,0.1,-88,0.1,0.01,-0.02,0,-0.02,-16,7,45,41,632,-300,0,0,0,36,47.6718,0,0,0,0,0,0,0,0,0,-2.54,0.96,-0.61,-275,212,-33,-224,398,529,NA,NA,0.84081,NA,NA,-1.46421,0,0,38,0,0,13,0,0,25,56.2,-53.4,-74.3,0.7053,-1.0798,-0.0654,-0.1784,-40.7,-69.5,0.7,-66.6,-88.1,0.7,25.89,18.67,30,1.3251,51.6648,10.5685,111.693,-53.3143,5.3179,28.2801,-77.5673,4.993,24.9304,0.29,0.45,-0.3,-149,156,-198,-491,350,80,123,16.1,108,-0.933,-1.0375,-0.6368,-0.4605,40.9,161,-0.9,-13.8,77.3,-0.9,54.7,83.7,33,55.82875,137.93182,7.95744,63.32082,20.39841,17.77516,315.95629,128.525,26.59915,707.51494,-0.79,3.58,0.43,147,254,-131,-477,771,911
C,0.33,6.64,-88,5,0.078853,-1.83405,-1.019542,-0.481246,-88,5,0.1,-88.2,4,0.1,0.2,1,0.2,0.5,0.3,0.1,5.2,0.7,0.4,-88,0.1,0,0.02,0,-0.02,-15,2,44,56,630,-301,0,0,0,22,42.0175,0,0,0,0,0,0,0,0,0,-1.69,0.31,0.08,42,56,-203,687,23,246,NA,NA,-0.50162,NA,NA,-0.83435,0,0,39,0,0,17,0,0,22,55.8,-53.8,-74.3,0.1098,0.7118,0.1801,-0.6008,-42.7,-67.8,0.1,-62,-89.6,0.1,19.31,21.77,30,1.1096,53.9001,8.1866,67.0207,-52.4781,4.3626,19.0327,-76.6396,4.7595,22.6526,0.53,-0.16,-0.79,-150,155,-198,-530,310,38,130,-18.5,82.1,-1.4621,-0.9091,0.4073,0.753,38.8,154,-1.5,-20.7,70.4,-1.5,59.5,83.6,31,16.41917,132.84211,8.10156,65.63534,2.96,22.34559,499.32529,99.13509,27.94954,781.17696,0.13,-0.39,-0.25,193,135,-187,2,671,722
C,0.82,5.27,-87.7,4,-1.440025,-1.830899,0.336633,-0.508639,-87.7,5,-1.4,-88,4,-1.4,0.3,1,0.2,0.4,0.2,0,5.6,0.4,0.1,-87.9,0.1,0.01,0.02,0.02,0.02,-12,1,42,52,633,-307,0,0,0,35,70.1092,0,0,0,0,0,0,0,0,0,0.8,-0.31,-0.07,-254,211,-85,-408,428,395,NA,NA,-1.40977,NA,NA,0.04567,0,0,39,0,0,12,0,0,27,59.4,-54.8,-70,-0.1499,-0.1511,-0.1684,0.2476,-45.9,-64.7,-0.1,-62.3,-88.8,-0.1,16.41,24.01,29,0.7067,51.2141,9.2951,86.3997,-53.3222,3.8942,15.1647,-78.1522,5.2735,27.81,0.26,0.48,-0.16,-148,159,-183,-518,325,68,128,-16.6,87.5,-0.1447,-1.3454,0.7278,0.3062,-16.6,87.5,-0.1,-18.2,82.7,-0.1,1.6,4.8,32,1.23113,129.38095,0.62283,0.38792,-17.51905,0.37432,0.14012,85.37381,1.4478,2.09613,-0.13,-0.05,-0.11,207,161,-177,-8,675,740
C,0.5,4.89,-87.9,4,11.433318,7.259947,3.595369,2.989812,-87.8,5,11.4,-87.9,4,11.4,0.1,1,0.1,0.7,0.1,0,4.5,0.3,0.1,-87.9,0,0,0.03,-0.02,-0.03,-13,-1,42,50,626,-311,0,0,0,35,47.1545,0,0,0,0,0,0,0,0,0,1.83,-1.12,1.12,-264,197,-91,-190,426,499,NA,NA,-0.05333,NA,NA,0.89352,0,0,37,0,0,12,0,0,25,60.6,-58.4,-65.6,-0.3401,0.8008,-0.1292,0.9185,-28.9,-41.5,-0.3,-58.4,-76.3,-0.3,29.46,34.81,28,1.2727,77.7969,8.0094,64.1509,-42.8955,6.8848,47.4001,-61.1489,7.3555,54.1039,0.5,0,-0.44,-151,156,-167,-457,365,142,132,-7.59,91.7,-0.9329,-1.2709,0.106,-0.4565,-7.6,91.7,-0.9,-9.8,89.2,-0.9,2.17,2.5,32,0.33636,132.82222,0.53466,0.28586,-8.65067,0.61127,0.37366,90.59778,0.85639,0.7334,-0.03,-0.02,-0.15,179,195,-169,-91,722,810
C,0.71,5.23,-88.1,5,-2.072661,7.214851,0.132177,-0.434727,-88.1,6,-2.1,-88.2,4,-2.1,0.1,2,0.1,0.1,0.5,0.2,6.9,0.8,0.6,-88.2,0.1,0,0.03,0.02,0.02,-9,4,51,59,639,-301,0,0,0,36,0.1582,0,0,0,0,0,0,0,0,0,0,0,-0.08,-263,171,-164,-337,436,431,NA,NA,0.65132,NA,NA,-1.62032,0,0,36,0,0,35,0,0,1,39.2,-62.1,-80.1,-0.6898,-0.1085,-0.2654,-0.1619,-26.6,-45,-0.7,-62.1,-85.7,-0.7,35.44,40.72,31,3.1443,74.7853,14.8837,221.5247,-42.3511,9.3919,88.2069,-63.9329,10.1445,102.9099,0.95,-0.35,-1.38,-175,115,-216,-522,273,123,147,19.3,142,-1.6649,-1.6574,0.2093,-0.1743,19.4,148,-1.7,-7.7,94.2,-1.7,27.1,53.8,31,13.08326,140.40426,4.85288,23.55042,4.45021,10.24478,104.95549,123.17447,19.98917,399.56673,-0.11,0.24,0.52,-117,222,-171,-613,589,637
C,0.93,4.25,-87.6,5,-0.853953,NA,-0.259575,NA,-87.6,5,-0.9,-87.8,5,-0.9,0.2,0,0,0.7,0.2,0,4.7,0.4,0.2,-87.7,0.1,0,0,0.02,0.02,-14,2,44,48,632,-306,0,0,0,40,54.8386,0,0,0,0,0,0,0,0,0,-2.95,1.45,-0.92,-306,252,17,-242,418,489,NA,NA,-0.26857,NA,NA,-0.68465,0,0,44,0,0,15,0,0,29,55.7,-54,-74.2,-0.2386,0.9667,0.1241,0.516,-52.8,-72.3,-0.2,-56.2,-76.6,-0.2,3.33,4.29,28,0.0812,54.497,0.933,0.8704,-54.6944,0.7736,0.5984,-74.6071,0.8879,0.7884,0.4,0.13,-0.41,-140,144,-184,-525,262,143,148,18.5,127,1.247,0.0249,-1.5153,-0.887,18.7,129,1.2,14.6,125,1.2,4.1,4,34,16.56039,147.76087,0.89901,0.80821,17.55652,1.11508,1.2434,127.41304,1.14651,1.31449,0.02,0.08,0.11,-122,252,-185,-589,621,634
C,126,-41.6,165,18,-2.039849,7.770402,0.2211,-3.072669,165,18,-2,164,17,-2,1,1,0.1,126,0,0,-41.5,0.2,0,164.4,0.5,0.25,0.08,0.11,-0.2,48,45,-159,169,600,-325,31,12,-14.2,17,167.7142,-76.8723,90.8127,8246.9412,-58.5766,26.5235,703.4984,84.8511,84.5236,7144.243,3.42,-2.39,0.87,-137,41,93,292,384,426,1.03838,-1.88997,-0.71642,1.46724,-0.38088,-0.91342,12,178,43,-88,-35.2,4,100,213.2,39,44.3,-18.4,-108.6,0.5746,0.0045,0.6997,-0.3494,-18.4,-100.1,0.6,-28.2,-114.6,0.6,9.81,14.49,23,0.9408,42.694,3.6292,13.1711,-24.7272,2.1892,4.7928,-106.8117,3.2259,10.4065,0.14,0.03,0.56,-41,96,-198,-580,257,-38,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,43,26.30342,0,0,0,0,0,0,0,0,0,0.75,1.4,0.9,-56,414,-14,-272,828,730
