PUBCHEM_SID,Canonical_Smiles,CDK7,CDK8,CDK9,CHEK1,CLK2,CSF1R,CSNK1A1,DAPK3,DYRK1A,DYRK1B,FGFR1,FLT1,FLT3,FYN,GPRK5,GSK3A,GSK3B,IGF1R,IKBKE,JAK2,JAK3,KDR,LCK,LIMK1,LRRK2,LTK,MAP2K1,MAP2K2,MAP4K2,MAP4K4,MAPK14,MAPK8,MAPK9,MST1R,NEK2,NTRK1,NTRK2,NTRK3,PAK4,PDGFRA,PDGFRB,PIM1,PRKAA1,PRKACA,PRKCN,PRKCQ,PRKX,PTK2,RET,ROCK1,RPS6KA3,STK12,STK6,TAO1,TBK1,TYRO3,CLK4,MET,CDC2L6,ITK,PLK1,PLK4,PIM3,AKT1,AKT2,AKT3,INSR,PLK3,EGFR,ERBB2,FGFR3,KIT,PIM2,PTK6,TYK2,HCK,MAP3K10,ROCK2,SGK,CAMKK2,MAPK10,MARK3,MARK4,MELK,ROS1,SIK2,STK3,BLK,CAMK1,CAMK2D,CAMK2G,CDC42BPA,CDC7,CDK2,CHEK2,CSNK1G1,CSNK1G2,CSNK1G3,HIPK2,IRAK1,IRAK4,MAPK1,MINK,MKNK2,NEK4,PDPK1,PHKG2,PKN2,PRKCD,PRKCG,PRKD2,RPS6KA5,RPS6KB1,SRC,STK17A,STK22B,STK22D,CDC2,CSNK2A1,DYRK3,HIPK4,KIAA1811,MAPKAPK2,PAK1,PRKCI,FRK,MAP4K5,TOPK,FER,SLK,CAMK2B,CSNK1D,DCAMKL1,DYRK4,EPHA2,ERBB4,MAPK12,MAPK13,MAPKAPK3,SRPK1,ZAK,MAPKAPK5,MATK,PRKG1,PRKG2,SRMS,AXL,CHUK,FES,FLT4,LYN,MARK2,PRKCZ,PTK2B,SYK,IKBKB,EEF2K,WEE1,BRAF,BMX,RPS6KA4,STK33,PASK,NLK,ALK,BTK,CAMK1D,CAMK2A,CDK5,ABL1,ACK1,ACVR1
103905370,Cc1oc(nn1)c2cc3c(Oc4ccc(cc4)C(F)(F)F)cncc3s2,NA,NA,NA,5.1,5.2,5.6,5.4,5.9,6.2,NA,5.3,6.4,5.9,6.1,NA,8.2,8.4,5.7,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,5.7,6.2,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5.4,5.8,5.1,5.1,NA,6.9,5.8,5.9,5,5.1,5.2,5.8,5,NA,5.7,6.5,5.5,4,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,5.1,5.8,5.4,5.4,5.2,5,5.9,5.8,5.8,6.6,6.7,6.3,5.6,5.1,NA,5.1,5.6,5,6,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.7,5.4,5.8,5.8,6.2,5.4,5.7,6.4,5,5.1,5,5.3,5.6,5.7,5.4,5.8,5.3,5.5,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,6,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,5.2,5.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,5.6,6.2,NA,NA
103905371,Ic1ccc(Oc2cncc3sc(cc23)C4=NC(=O)ON4)cc1,5.8,NA,NA,5.1,5.8,5.6,5.3,6.1,6.5,NA,5.4,6.4,5.6,6.1,NA,7.6,7.5,5.7,NA,5.8,5.8,5.1,5.6,5.4,NA,NA,NA,NA,6.4,6.4,NA,5.6,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,6.6,5.8,5.4,5,NA,6.8,5.8,5.9,5.2,5.4,5.6,6.1,5.1,5.9,5.7,6.9,5.5,NA,5.8,5.4,6,5.9,5.1,5.1,5,5.3,5.6,5.7,5.8,5.7,5.9,6.2,5.6,5.7,NA,NA,5.5,6.1,NA,NA,5.3,NA,6.3,5.7,NA,5.1,5.8,5.3,5.6,5.6,6.3,7.4,5.1,5.8,6,6.4,5.7,6.6,6.1,5,5.1,5.6,6.2,7.3,5.4,5.3,6.1,5.7,5.1,5,5.8,5.3,5.7,7,5.8,5.8,5.2,7,6.9,7.9,5,5.1,5,5.3,5.6,5.5,5,5.8,6.1,5.5,5.3,5,5.6,5.5,NA,5.2,5.2,5,5.7,6.5,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,5.2,5.8,5.2,5.1,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,6.1,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103905372,Nc1oc(nn1)c2cc3c(Oc4ccc(Cl)cc4)cncc3s2,NA,NA,NA,5.1,6.3,5.6,5.9,5.9,7.2,NA,5.3,6.4,5.6,6.1,NA,8.4,8.5,5.7,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,6.4,6.6,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,6.1,5.8,5.1,5,NA,7.7,5.8,6.5,5,5.1,5.2,5.8,5,NA,5.7,7.5,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,5.1,5.8,NA,NA,5.2,NA,5.8,5.7,NA,5.1,5.8,5.3,5.2,5.2,5,5.9,6.2,5.8,7.2,7.4,7,6.6,5.1,NA,5.1,5.1,5,6.5,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.7,5.9,5.8,5.8,6.6,5.6,6.6,7.2,5,5.1,5,5.3,5.6,5.1,5,5.8,5.8,5.1,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,6.1,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,5.7,5.8,5.1,5.1,5.8,5.8,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,5.9,6.2,NA,NA
103905373,Nc1cc2c(Oc3ccc(Cl)cc3)cncc2s1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103905374,Nc1nnc2ccc(cn12)c3ccccc3,NA,NA,NA,4.1,NA,4.6,NA,NA,NA,NA,5,5.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,4.1,4.4,4.9,4.1,4.1,4,4.3,4.1,NA,NA,NA,NA,NA,4.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA
103905375,N(\N=C\c1c[nH]c2ccccc12)c3nc4ccccc4[nH]3,NA,NA,NA,5.1,5.1,NA,5.2,NA,5.2,NA,5.3,NA,5.7,NA,NA,5.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.6,NA,NA,5.4,NA,5,NA,5.3,NA,5.3,NA,NA,5,NA,5.1,5,NA,NA,NA,NA,5,5.1,5.7,NA,5,NA,NA,5.7,NA,NA,NA,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5,NA,NA,5.2,NA,NA,NA,NA,5.1,NA,5.3,5.2,5.2,5,NA,5.1,NA,5.2,5.1,5.2,NA,5.1,5.4,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,NA,5.2,NA,5.4,NA,NA,5.1,5.2,5.2,5.1,5,5.1,5,5.3,NA,5.4,5,NA,5,5.1,5.1,5,5.1,NA,5.4,5.2,5.1,5,5.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,5.1,5.1,NA,6.4,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
103905376,Cn1ncc2C(=O)CCCc12,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4.7,4.7,4.6,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,4.7,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,4.7,NA,NA,NA,NA,NA,NA,NA,4.7,4.8,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103905377,O=C(Nc1n[nH]c2nc3ccccc3cc12)c4ccncc4,NA,NA,NA,5.1,5.9,5.6,5.2,NA,6,NA,5.3,NA,5.6,NA,NA,NA,6.5,NA,NA,NA,NA,5.1,5.6,5,NA,NA,NA,NA,5.5,5.6,NA,5.5,5.4,NA,5,5.6,5.3,NA,5.3,NA,NA,5,NA,5.1,5,NA,NA,NA,NA,5,5.1,5.2,NA,5,NA,NA,6.5,5.5,NA,NA,5.1,5.4,5.2,5.1,5.1,5,5.3,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.8,NA,NA,5.2,NA,NA,NA,NA,5.1,NA,5.3,5.8,5.6,5,NA,6.3,NA,5.2,5.1,5.2,5.5,5.1,NA,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,NA,5.2,NA,5.4,NA,NA,6.6,5.4,5.2,5.1,5,5.1,5,5.3,NA,5.1,5,NA,5,5.4,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,5.1,5.1,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA
103905378,NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,5.8,NA,NA,5.1,6.6,5.6,5.8,5.9,5.8,NA,5.3,NA,5.9,6.1,NA,5.1,5.2,5.7,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,5.5,5.5,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5,5.8,5.2,5.7,NA,5.8,5.8,5.9,5.4,5.1,5.2,5.8,5,5.9,5.7,7.2,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.4,5.3,NA,NA,5.4,NA,5.9,5.7,NA,5.1,5.8,5.5,5.4,5.6,5,5.9,5.1,5.8,5.2,5.5,5.2,5.5,5.5,6,5.1,5.2,5.3,5.2,5.4,5.8,5.1,5.1,5.1,5.4,5.7,6.1,5.7,5.4,5.8,5.8,5.1,5.2,6.1,5.1,5,5.1,5,5.3,5.6,5.3,5,5.8,5.8,5.1,6.5,5,5.1,5.5,NA,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,5.2,5.8,5.9,5.1,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,5.8,NA,5.9,5.9,NA,NA,5,6.2,NA,NA
103905379,CN(C)c1ccc(Nc2cc([nH]n2)c3csc(Br)c3)cc1,5.4,5.4,5.8,5.5,5.4,5.6,5.4,5.3,5.7,5.6,5.4,5.4,6.6,5.2,5.4,5.4,5.4,5.6,5.5,5.6,5.3,5.6,5.2,5.5,5.6,5.6,5.5,5.4,5.6,5.9,5.4,5.3,5.4,5.4,5.5,5.5,5.4,5.5,5.3,6.3,6.8,5.2,5.5,NA,5.4,5.6,5.5,5.2,5.5,5.4,5.4,5.4,5.8,5.2,5.5,5.5,5.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.2,5.6,5.4,5.9,5.6,5.4,5.4
103905380,O=C1C2=C(CSC2)Nc3cc(nn13)c4occc4,NA,NA,NA,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,5,NA,6.1,NA,5,NA,NA,5.9,NA,NA,NA,5.1,5.9,NA,5.1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,5,NA,5.1,NA,NA,NA,NA,NA,5.1,5,5.1,5.1,5,NA,NA,NA,5.1,5.1,5.1,5.4,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,5,5.1,5.1,NA,NA,5.1,5,NA,5,5.1,NA,5,NA,NA,NA,NA,NA,5.4,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA
103905381,Cc1ccc2c(Nc3cc(OCc4ccccc4Br)ccc3Sc5ccc(O)cc5)ncnc2n1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103905382,CCCC(=O)Nc1n[nH]c2nc3ccccc3cc12,NA,NA,NA,5.1,5.1,5.6,5.2,5.9,6.3,NA,5.3,6.4,5.6,6.1,NA,7.7,6.8,5.7,NA,5.8,5.8,5.1,5.6,5.3,NA,NA,NA,NA,5.2,5.1,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5,5.2,5.1,5,NA,5.8,5.8,5.9,5,5.1,5.2,5.4,5,NA,5.7,6.1,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,5.1,5.8,5.2,5.2,5.2,5,5.9,6.2,5.3,5.2,5.1,5.2,5.5,5.1,5,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.7,5.4,5.8,5.8,6,5.2,5.2,5.1,5,5.1,5,NA,5.6,5.1,5,5.8,5,5.1,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,5.7,5.4,5.7,5.2,5.8,5.1,5.1,5.8,5.8,5.5,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,5.9,6.2,NA,NA
103905383,CCCC(=O)Nc1nn(C(=O)CC)c2nc3ccccc3cc12,NA,NA,NA,5.1,5.1,5.6,5.2,5.9,6,NA,5.3,NA,5.6,6.1,NA,7.3,6.9,6,NA,5.8,5.8,5.1,5.6,5.5,NA,NA,NA,NA,5.2,5,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5,5.2,5.1,5,NA,5.8,5.8,5.9,5,5.1,5.2,5.4,5,NA,5.7,5.8,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,5.1,5.8,5.2,5.2,5.2,5,5.9,6.5,5.3,5.2,5.1,5.2,5.5,5.1,5,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.3,5.4,5.8,5.8,6.3,5.2,5.2,5.1,5,5.1,5,NA,5.6,5.1,5,5.8,5,5.1,5.1,5,5.1,5.1,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,5.7,5.4,5.7,5.2,5.8,5.1,5.1,5.8,5.8,5.5,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,6,6.2,NA,NA
103905384,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(cc23)c4cccc(F)c4F)CC1,NA,NA,NA,5.1,6.6,5.6,5.2,5.9,6.8,NA,5.3,6.4,5.6,6.1,NA,NA,7.6,5.9,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,5.2,5,NA,5.5,5.4,NA,5,5.6,5.3,NA,5.3,NA,NA,5.1,5.2,5.1,5,NA,5.8,5.8,5.9,5,5.1,5.2,5.4,5.4,NA,NA,6,5.5,NA,5.8,5.1,5.4,NA,5.1,5.1,5,5.3,5.3,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,NA,NA,5.1,5.8,5.2,NA,NA,5,5.9,6,5.3,NA,5.1,NA,6.1,5.1,5,5.1,5.1,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.7,NA,5.8,5.8,5.9,5.2,5.2,5.1,5,5.1,5,NA,NA,5.1,5,NA,5,NA,5.1,5,NA,5.1,5.4,5.2,5.1,5,5.1,5.1,5.8,NA,5.7,5.8,NA,5.7,5.4,NA,5.2,5.8,5.1,5.1,5.8,NA,5.5,5.4,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,5.6,6.2,NA,NA
103905385,CN(C)CCCC(=O)Nc1n[nH]c2nnc(cc12)c3cccc(F)c3F,NA,NA,NA,5.1,6.5,5.6,5.2,5.9,6.5,NA,5.3,NA,5.6,6.1,NA,7.3,7.1,5.7,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,5.2,5,NA,5.5,5.4,NA,5,5.6,5.3,5.9,5.3,NA,NA,5,5.8,5.1,5,NA,5.8,5.8,5.9,5,5.1,5.2,5.8,5,NA,5.7,6.7,5.5,NA,5.8,5.1,5.4,5.1,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,5.7,NA,5.1,5.8,5.3,5.2,5.2,5,5.9,5.9,5.8,5.7,5.1,5.2,5.6,5.1,5,5.1,5.1,5,5.2,5.4,5.3,5.3,5.3,5.1,5,NA,5.2,5.7,5.4,5.8,5.8,6.1,5.2,5.2,5.1,5.1,5.1,5,5.3,5.6,5.1,5,5.8,5,5.1,5.1,5,5.1,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,5.7,5.7,5.8,5.8,5.7,NA,5.7,5.2,5.8,5.1,5.1,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,5.9,NA,NA,6,6.2,NA,NA
103905386,CCCC(=O)Nc1n[nH]c2nnc(cc12)c3cccc(F)c3F,NA,5.4,NA,5.1,6.6,5.6,5.2,5.9,7.6,NA,5.3,6.4,5.6,6.1,NA,NA,NA,5.7,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,5.2,5.1,NA,5.8,5.4,NA,5,5.6,5.3,NA,5.3,NA,NA,5,5.4,5.1,5,NA,5.8,5.8,5.9,5,5.1,5.2,5.6,5.7,NA,NA,6.8,5.5,NA,5.8,5.1,5.4,NA,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,5.6,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,5.8,NA,NA,5.1,5.8,5.2,5.2,5.2,5,5.9,7.6,5.4,5.2,5.1,NA,5.7,5.1,5,5.2,5.2,5,5.2,5.4,5.3,5.1,5.1,5.1,5,5.7,5.2,5.7,NA,5.8,5.8,NA,5.3,5.5,5.1,5.2,5.1,5,NA,NA,5.1,5,NA,5.3,5.1,5.1,5,NA,5.5,5.4,5.2,5.1,5,5.1,5.1,5.8,NA,5.7,5.8,NA,5.7,5.4,NA,5.5,5.8,5.1,5.1,5.8,NA,5.5,5.4,NA,NA,NA,NA,NA,5.8,NA,5.9,NA,NA,NA,7.2,6.2,NA,NA
103905387,COc1ccc(OC)c(CNC(=O)c2cc(N)c(C#N)c(OC(C)C)n2)c1,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,5,5.1,5.1,NA,NA,NA,NA,NA,NA,5.3,NA,5.2,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,5.2,5.1,5,NA,5.1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.1,NA,NA,6.3,NA,NA,NA,NA,5.1,5.2,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103905388,CCOc1nc(cc(N)c1Cl)C(=O)NCc2ccccc2S(=O)(=O)N,NA,NA,NA,5.1,NA,5.6,NA,5.9,5.2,NA,5.3,6.4,5.6,6.1,NA,5.1,5.2,6,NA,5.8,5.8,5.1,5.6,5,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,5,5.6,5.3,NA,5.3,NA,NA,5,5,5.1,NA,NA,NA,NA,NA,5,5.1,5.2,5.2,NA,NA,NA,NA,5.5,NA,5.8,5.1,5.4,NA,5.1,5.1,5,5.3,5.1,5.7,5.8,5.7,5.9,5.8,NA,5.7,NA,NA,5.1,5,NA,NA,5.2,NA,NA,NA,NA,5.1,5.8,5.1,NA,NA,5,NA,5.1,5,NA,NA,NA,NA,NA,5,5.8,NA,NA,NA,5.4,NA,NA,5.1,5.1,5.9,NA,5.2,5.7,NA,NA,NA,5.1,5.2,NA,NA,NA,5.1,5,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,5.1,5.4,5.2,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,5.2,5.8,5.1,5.1,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.2,NA,NA
103905389,O=S(=O)(N1CCCNCC1)c2cccc3cnccc23,5.6,5.9,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5.7,NA,NA,NA,NA,5.6,NA,5.5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7.1,6,6.2,7.3,NA,NA,7.5,6,5.6,NA,NA,NA,NA,6.5,NA,NA,NA,5.1,5.4,NA,5.5,NA,5.2,5.3,5.1,NA,NA,NA,NA,NA,NA,5.7,NA,NA,7.3,5.2,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,5,5.1,NA,NA,NA,5.4,NA,NA,5.6,5.4,5.9,NA,6,5.3,NA,NA,NA,NA,5.2,NA,NA,NA,5.1,5,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,5.1,5.4,5.2,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,5.1,5.1,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA
103905390,O=S(=O)(N1CCCNCC1)c2cccc3cnccc23,5.6,5.9,5.8,5.1,5.5,5.6,5.4,5.9,5.9,5.9,5.4,6.4,5.6,6.1,5.4,5.5,5.6,6,5.5,5.8,5.8,5.7,5.6,5,5.7,5.6,5.6,5.4,5.6,5.6,5.4,5.5,5.4,5.4,5,5.6,5.4,5.5,5.3,5.6,NA,5.2,5.5,7.1,6,6.2,7.3,5.2,5.5,7.5,6,NA,5.8,5.2,5.5,5.5,6.5,5.6,NA,5.8,5.1,5.4,NA,5.5,5.1,5.2,5.3,5.1,5.7,5.8,5.7,5.9,5.8,NA,NA,NA,NA,7.3,NA,NA,NA,5.3,NA,NA,NA,NA,NA,5.8,5.1,NA,NA,5,NA,5.1,5.1,NA,NA,NA,NA,NA,5,5.1,NA,NA,NA,5.4,NA,NA,5.6,5.4,5.9,NA,NA,NA,NA,NA,NA,5.1,5.2,NA,NA,NA,5.1,5,NA,NA,5.4,NA,NA,NA,NA,5.1,NA,NA,5.1,5.4,5.2,5.1,5,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,5.2,5.8,5.1,5.1,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5.2,5.2,5.6,5.1,5.6,6.2,5.4,5.4
